client_id,birth_date,district_id,gender
1048,03-12-2001,70,746003
1049,11-11-1965,1,421111
1050,01-09-1998,27,715701
1051,26-10-1998,73,715826
1052,11-03-1987,56,640311
1053,03-08-1985,56,585603
1054,20-08-1947,63,240820
1055,17-05-1942,4,190517
1056,19-06-1986,1,630619
1057,21-02-1962,52,390221
1058,01-10-2002,9,755801
1059,03-06-1983,26,600603
1060,17-02-1985,26,576217
1062,08-01-1998,16,750108
1063,12-08-2003,16,765612
1064,03-04-1978,1,515203
1065,26-11-1980,2,571126
1066,18-10-1963,1,401018
1067,14-05-1975,1,520514
1068,20-12-1953,13,266020
1069,21-04-1965,54,385221
1070,02-12-1961,54,381202
1071,25-01-1948,43,250125
1072,08-02-1994,60,666208
1073,10-04-1947,34,240410
1074,25-10-1955,34,285825
1075,04-08-1961,65,345604
1076,11-07-2006,53,795511
1077,23-06-1943,46,200623
1078,15-02-2006,24,786215
1079,15-07-1984,3,610715
1080,06-12-1977,54,506006
1081,16-12-1993,71,701216
1082,23-02-1990,9,670223
1083,15-12-1960,48,371215
1084,09-06-1971,48,445409
1085,19-02-1960,60,326219
1086,04-05-1996,74,730504
1087,30-09-2005,74,785730
1088,23-10-1996,47,695823
1089,09-12-1962,1,391209
1090,20-08-1966,35,395620
1091,27-08-1967,59,405627
1092,20-09-1989,41,625720
1093,28-09-2003,62,765728
1094,04-12-1987,30,606004
1095,16-02-1977,30,540216
1096,03-05-1953,1,265303
1097,02-09-1953,1,300902
1098,10-11-1975,60,485910
1099,21-01-2007,65,796121
1100,04-07-1974,59,510704
1101,22-06-1969,74,460622
1102,29-01-1958,72,350129
1103,18-08-1974,1,510818
1104,09-04-1982,1,555209
1105,03-01-1965,56,420103
1106,25-04-1967,56,405225
1107,26-04-1984,60,610426
1108,22-02-1983,62,556222
1109,01-11-1958,58,315901
1110,24-05-1955,10,285324
1111,04-06-2002,61,790604
1112,25-09-1957,13,305725
1113,20-08-1999,11,760820
1114,18-06-2003,59,800618
1115,24-10-1947,36,205824
1116,19-06-2000,69,735419
1117,01-01-2004,20,766101
1118,03-11-1992,20,691103
1119,05-03-2007,54,805105
1120,21-12-2000,41,736021
1121,02-03-1962,59,390302
1122,18-02-1944,20,210218
1123,26-10-1949,20,225826
1124,12-04-1951,21,280412
1125,30-05-1961,9,345330
1126,23-10-1958,9,351023
1127,12-11-1997,23,741112
1128,16-07-1953,7,300716
1129,24-09-1954,43,310924
1130,26-01-1968,70,406126
1131,28-12-1974,55,476028
1132,21-03-1971,55,480321
1133,15-11-1985,37,585915
1134,01-10-1982,37,591001
1135,21-07-1975,8,520721
1136,18-11-2003,9,765918
1137,05-05-2004,1,775305
1138,30-11-1997,70,705930
1139,22-09-1996,70,730922
1140,24-02-1969,18,460224
1141,22-06-1968,21,415422
1142,19-01-1974,59,466119
1143,15-05-1969,59,460515
1145,14-11-1995,58,685914
1146,14-11-1988,54,651114
1147,12-05-1953,3,300512
1148,15-05-1964,41,410515
1149,25-11-2003,14,765925
1150,24-08-1972,74,455624
1151,06-03-1996,59,730306
1152,12-03-2004,74,810312
1153,15-01-2008,70,806115
1154,31-01-1947,72,240131
1155,10-09-1949,72,225710
1156,11-01-1961,1,336111
1157,02-03-1986,4,586230
1158,21-10-1981,1,545821
1159,03-02-1967,64,440203
1160,28-09-1965,64,385728
1161,25-05-1996,7,730525
1162,19-04-2002,26,755219
1163,28-08-1987,20,640828
1164,14-11-1986,15,595914
1165,02-12-1969,15,426002
1166,27-06-1982,74,590627
1167,17-05-1981,74,545317
1168,31-05-2001,19,780531
1169,24-03-1968,18,415124
1170,28-04-2000,12,770428
1171,28-05-2001,46,745328
1172,13-08-1950,54,235613
1173,02-06-1945,54,220602
1174,13-05-1997,29,705313
1175,25-10-1948,1,251025
1176,31-10-1945,1,185831
1177,21-08-1966,77,395621
1178,04-12-1998,1,716004
1179,05-12-1957,1,306005
1180,06-10-1967,21,441006
1181,12-11-1962,1,391112
1182,16-12-1973,66,466016
1183,29-11-1965,54,421129
1186,05-10-1974,2,475805
1187,06-11-1988,32,615906
1188,19-09-1991,32,680919
1189,15-04-1959,74,325215
1190,12-06-2003,15,765412
1191,02-06-2000,15,770602
1192,01-03-1952,10,255101
1193,29-01-1949,19,260129
1194,14-08-1966,17,395614
1195,22-03-1966,39,395122
1196,16-04-1966,22,430416
1197,02-12-1993,6,666002
1198,17-04-2002,72,755217
1199,24-12-2003,64,766024
1200,17-01-1959,47,316117
1201,10-09-1968,54,450910
1202,11-12-2007,47,806011
1204,09-01-2002,77,746109
1206,21-06-1980,50,570621
1207,17-11-1966,28,395917
1208,01-11-2002,70,755901
1209,09-06-1984,36,575409
1210,12-10-1984,6,611012
1211,14-07-2001,1,780714
1212,19-11-1954,13,275919
1213,28-04-1989,1,660428
1214,15-11-1963,61,401115
1215,06-05-1967,45,440506
1216,12-08-1972,65,455612
1217,17-04-1960,59,370417
1218,27-05-2003,74,800527
1219,31-07-1967,1,440731
1220,16-02-1981,40,536216
1221,18-07-2000,14,735518
1222,30-01-1967,7,396130
1223,13-10-1982,14,555813
1224,12-05-1961,56,380512
1225,21-08-1969,42,460821
1226,14-06-1978,33,515414
1227,02-10-1978,33,551002
1228,28-10-1976,21,495828
1229,02-02-1994,19,710202
1231,27-11-1992,20,655927
1232,13-04-1982,20,590413
1233,22-10-1965,68,421022
1234,15-01-1998,23,750115
1235,12-09-2006,23,795712
1236,28-06-1994,26,675428
1237,07-11-1946,57,231107
1238,01-09-1958,74,350901
1239,09-11-2003,11,765909
1240,24-10-2003,32,765824
1241,17-02-1970,73,426217
1242,21-10-1971,73,445821
1243,05-12-2001,11,746005
1244,02-05-1987,1,640502
1245,13-08-2002,64,790813
1246,19-11-1985,70,621119
1247,09-12-1996,70,696009
1248,24-06-1994,19,710624
1250,01-10-1979,43,525801
1251,30-05-1982,1,590530
1252,19-10-1980,1,535819
1253,28-10-1994,14,675828
1254,31-10-1966,3,395831
1255,07-10-1993,1,665807
1256,13-01-1983,46,556113
1257,01-11-1955,35,285901
1258,20-09-1947,35,240920
1259,29-09-1989,18,660929
1260,03-03-1972,57,455103
1261,28-09-1974,57,510928
1262,03-04-1975,35,520403
1263,25-04-1986,35,595225
1264,03-12-2003,61,766003
1265,21-02-1986,57,586221
1266,24-01-1980,71,526124
1267,11-04-1981,29,545211
1268,30-03-1972,29,490330
1269,02-03-1976,1,486231
1270,16-05-1953,13,300516
1271,29-11-1958,47,351129
1272,15-04-1967,8,440415
1273,15-06-2001,6,780615
1274,25-01-1999,44,760125
1275,10-12-1978,1,516010
1276,26-06-1969,68,425426
1277,07-04-1954,70,310407
1278,12-09-2001,72,780912
1279,11-07-1979,16,560711
1280,08-05-1975,34,520508
1281,28-02-1977,34,496228
1282,27-11-1959,52,361127
1283,09-04-1966,66,395209
1284,04-08-1966,66,430804
1285,26-11-1962,62,391126
1286,13-05-1977,52,505313
1287,09-10-1971,65,445809
1288,20-05-1995,73,720520
1289,18-09-1969,59,460918
1290,29-01-1999,35,760129
1291,18-06-1991,1,645418
1292,28-04-2000,14,770428
1293,29-01-1950,1,270129
1294,29-07-1957,1,305529
1295,09-04-1971,74,445209
1296,01-10-1986,55,595801
1297,28-03-1945,64,185128
1298,15-03-1944,64,210315
1299,16-12-1947,2,206016
1300,27-10-2002,45,791027
1303,16-10-1967,42,405816
1304,28-07-1959,37,360728
1305,28-06-1972,55,455428
1306,08-12-1949,32,226008
1307,08-04-1976,74,530408
1308,18-02-1977,69,540218
1309,17-06-1998,1,750617
1310,24-11-2004,41,775924
1311,18-02-1984,54,566218
1312,03-06-1962,35,355403
1313,20-11-1993,54,701120
1314,09-08-2002,54,755609
1315,26-02-1946,34,230226
1316,13-01-1974,67,466113
1317,18-05-1968,67,450518
1318,10-03-1954,47,310310
1321,09-01-2005,35,776109
1322,22-11-1972,4,455922
1323,06-01-1967,70,440106
1324,07-10-1983,66,565807
1325,19-09-1968,39,450919
1326,12-07-1983,55,565512
1327,03-03-1991,20,636231
1328,05-08-1964,42,375605
1329,16-02-1941,26,180216
1330,17-09-1991,66,680917
1331,24-11-1986,54,631124
1332,27-01-1985,5,576127
1333,20-04-1972,48,490420
1334,06-02-2001,8,780206
1335,25-03-1988,1,615125
1336,04-11-1985,1,621104
1337,29-05-2006,56,795329
1338,26-07-2006,56,830726
1339,04-05-1982,22,590504
1340,20-05-1966,68,395320
1341,17-08-1989,69,625617
1343,16-10-1966,1,395816
1344,18-02-1958,1,350218
1345,22-05-1991,32,680522
1346,29-08-1977,13,540829
1347,06-03-1993,13,700306
1348,07-08-2002,13,755607
1349,07-03-1995,26,685107
1350,28-04-1982,1,590428
1351,24-11-1978,1,515924
1352,01-06-1998,54,715401
1353,13-02-1982,27,590213
1354,14-01-1944,64,210114
1355,01-04-2003,35,765201
1356,18-09-1955,1,320918
1359,04-11-1978,1,515904
1360,19-08-1969,1,460819
1361,29-11-1949,1,225929
1362,03-01-1952,1,290103
1363,27-02-2007,6,796227
1364,28-12-1956,1,331228
1365,23-04-1965,1,385223
1366,02-05-2007,12,805302
1367,27-12-1992,60,656027
1368,30-12-1980,60,571230
1369,23-10-2001,41,781023
1370,11-03-1992,34,655111
1371,22-12-1975,49,486022
1372,07-02-2004,28,766207
1373,08-04-2002,74,755208
1375,27-01-2000,69,770127
1376,03-09-1981,18,580903
1377,23-09-1978,18,515723
1378,25-01-1969,74,416125
1379,18-02-1960,74,370218
1380,29-09-1980,44,535729
1382,23-01-2007,18,796123
1383,05-10-2005,29,821005
1384,24-06-1980,40,535424
1385,30-08-1976,22,530830
1386,09-10-1983,22,565809
1387,22-04-2004,1,775222
1388,06-11-1989,5,625906
1389,04-05-1954,43,275304
1390,27-07-2006,59,795527
1391,22-11-1988,41,651122
1392,06-02-1955,50,320206
1393,01-07-1961,50,345501
1394,22-10-1969,49,425822
1395,18-10-1964,49,411018
1396,14-05-1973,39,465314
1397,25-02-1949,66,216225
1401,24-07-2004,35,810724
1402,25-11-1959,44,361125
1403,02-03-1971,44,445102
1404,20-02-1996,11,686220
1406,12-01-1976,29,486112
1407,04-08-1964,29,410804
1408,07-08-1992,49,690807
1409,30-04-1974,25,510430
1410,03-02-1967,18,440203
1411,06-10-1966,18,395806
1412,05-11-2002,6,791105
1413,16-09-1996,11,695716
1414,13-01-2002,70,746113
1416,02-12-1950,19,271202
1417,12-01-1994,27,666112
1418,16-08-2001,41,745616
1419,25-03-1945,74,185125
1420,20-01-1939,74,160120
1421,10-04-1983,20,565210
1422,23-04-2003,69,765223
1423,11-04-2005,69,820411
1424,05-01-1975,8,520105
1425,27-08-1991,12,680827
1426,30-06-1991,12,645430
1427,16-02-1993,14,656216
1428,23-04-1943,12,200423
1429,04-11-1954,12,275904
1430,29-07-2009,64,825529
1431,08-01-1958,55,306108
1432,17-10-1988,16,615817
1433,10-09-1986,72,595710
1434,25-03-1990,72,670325
1435,25-06-1976,52,530625
1438,25-12-1990,29,636025
1439,10-09-1997,29,740910
1440,17-01-2001,1,780117
1441,05-02-1959,42,316205
1442,18-04-1956,42,330418
1443,25-01-1958,29,350125
1444,14-09-1969,29,425714
1445,24-07-1964,68,410724
1446,29-07-1977,70,540729
1447,21-08-1979,70,525621
1448,09-12-1984,50,576009
1449,29-06-1972,41,490629
1450,17-05-1996,61,695317
1452,28-07-1967,72,405528
1453,29-05-1993,29,665329
1454,03-10-1948,73,251003
1455,02-11-1954,73,275902
1456,24-04-1951,70,280424
1457,12-12-1961,70,346012
1458,08-04-1961,67,380408
1459,08-09-1999,4,760908
1460,13-05-1960,23,335313
1461,21-12-1992,28,691221
1462,02-03-1964,49,410302
1463,26-03-1963,70,365126
1464,01-06-1955,36,285401
1465,06-01-1954,36,310106
1466,22-08-1976,39,530822
1467,30-09-1947,65,240930
1468,16-06-1967,77,405416
1469,14-11-1993,54,665914
1470,04-05-1965,1,420504
1471,15-11-1965,1,385915
1472,10-11-1994,1,675910
1473,06-02-1959,1,316206
1474,15-02-1999,45,716215
1475,31-03-1955,19,320331
1476,30-11-1993,70,701130
1478,21-08-1992,4,690821
1479,22-06-1979,1,560622
1480,28-05-1966,69,430528
1481,23-01-1961,62,336123
1482,28-05-1977,46,505328
1483,10-07-1978,1,515510
1484,18-06-1975,1,520618
1485,14-05-2001,7,780514
1486,13-11-2001,7,745913
1487,27-10-2003,48,765827
1488,09-01-1984,31,610109
1489,24-01-1951,6,280124
1490,20-04-1951,42,280420
1491,21-04-2005,19,820421
1492,09-07-1995,9,685509
1493,29-12-1945,1,221229
1494,22-05-1942,1,155322
1495,10-04-1958,1,315210
1496,08-08-1969,1,425608
1497,03-10-1975,53,485803
1498,09-02-1964,53,410209
1499,29-01-1979,74,516129
1500,12-12-2004,1,811212
1501,22-01-1969,68,460122
1502,24-01-1996,68,730124
1503,01-09-1945,58,220901
1504,16-03-1945,58,185116
1505,25-08-1998,65,715625
1506,25-06-1954,22,310625
1507,22-01-1957,22,296122
1508,30-08-1981,67,545630
1509,19-06-1969,62,425419
1510,30-03-1975,34,485130
1511,06-05-1989,13,625306
1512,11-10-1969,5,425811
1513,21-08-1982,74,590821
1514,02-08-1980,68,570802
1516,17-12-1973,38,466017
1517,02-10-1979,66,561002
1518,28-09-1987,3,605728
1519,06-07-1982,3,590706
1520,05-11-1979,72,561105
1521,10-10-2002,5,791010
1522,14-07-1995,52,685514
1523,30-10-1958,29,315830
1524,13-03-1989,30,625113
1525,09-03-1966,1,430309
1526,15-05-1962,1,355315
1527,18-12-1957,49,341218
1528,20-03-1987,57,640320
1529,20-08-1999,43,725620
1530,06-10-1972,74,455806
1531,28-08-1987,52,605628
1532,30-10-1985,52,621030
1533,22-12-1983,55,601222
1534,22-02-1980,17,526222
1535,28-10-1959,40,361028
1536,13-12-1994,37,676013
1537,07-12-2002,54,791207
1539,19-11-1946,32,231119
1540,07-11-1960,36,371107
1541,06-05-1960,36,335306
1542,08-12-1942,31,191208
1543,02-08-1954,31,275602
1546,13-04-1953,28,300413
1547,20-02-1955,28,276220
1548,04-03-1946,70,230304
1549,14-01-1956,70,286114
1550,21-01-1974,8,466121
1554,15-12-1967,55,441215
1555,14-09-1973,30,500914
1556,02-04-1973,66,500402
1557,14-02-1987,35,596214
1558,25-03-1954,11,275125
1559,20-10-1963,72,401020
1561,16-11-1950,1,235916
1562,14-08-1942,1,190814
1563,06-08-2001,3,780806
1564,25-08-1974,40,475625
1565,19-05-1983,71,600519
1566,20-12-1993,15,666020
1567,19-04-1953,50,300419
1568,29-08-1954,50,275629
1569,17-09-1983,54,565717
1570,17-06-1981,54,580617
1571,15-12-1994,7,676015
1572,12-02-1991,1,636212
1574,18-02-2002,18,790218
1575,06-12-1950,55,236006
1576,02-05-1942,55,190502
1577,19-04-1967,23,440419
1578,15-10-1998,40,715815
1579,13-10-1986,27,631013
1580,18-08-1995,1,685618
1581,15-06-1990,56,635415
1582,14-02-1957,54,340214
1583,08-03-1999,1,725108
1584,29-03-1989,1,625129
1585,20-07-1958,60,350720
1586,12-03-1961,60,345112
1587,05-05-1951,23,280505
1588,29-10-1973,45,501029
1589,27-01-1979,48,516127
1590,10-10-1967,13,405810
1591,07-09-1980,42,535707
1592,11-04-1951,56,280411
1593,31-07-1952,56,255531
1594,29-09-1962,56,390929
1595,16-02-1982,56,546216
1596,22-12-2005,58,786022
1597,10-05-1979,60,560510
1598,25-04-1948,67,250425
1599,08-10-1987,43,641008
1600,15-08-1992,43,655615
1601,29-05-1996,42,695329
1602,30-12-1991,42,681230
1603,27-08-1991,26,680827
1604,21-09-1996,26,695721
1605,21-11-2007,52,805921
1606,02-09-2005,65,820902
1607,26-07-1968,8,415526
1608,11-11-1964,53,411111
1609,30-07-1971,53,445530
1610,23-06-1969,68,425423
1611,02-02-1991,59,636202
1612,30-06-1982,59,590630
1613,15-01-1984,50,610115
1614,18-05-1961,21,380518
1615,28-06-1979,74,525428
1616,23-05-1961,54,380523
1617,30-06-1977,5,505430
1618,07-02-2007,17,796207
1619,27-03-1969,74,425127
1620,15-05-1959,74,360515
1621,05-06-1979,76,525405
1622,12-10-1973,52,501012
1623,09-07-1986,36,630709
1624,10-09-1988,9,650910
1625,12-09-2000,9,735712
1628,25-05-1984,12,575325
1629,01-09-1989,28,660901
1630,19-04-1991,28,645219
1631,30-04-1999,74,760430
1632,20-04-1970,8,435220
1633,28-10-1999,55,725828
1634,10-11-1992,55,691110
1635,02-11-1957,75,305902
1636,12-09-1955,75,320912
1637,20-10-1966,21,431020
1638,30-03-1981,40,545130
1639,01-07-1986,1,595501
1640,13-08-1980,51,535613
1641,28-03-1950,31,235128
1642,10-12-1986,1,596010
1643,17-06-2003,39,765417
1644,06-06-1999,56,760606
1645,10-05-1988,39,615310
1646,17-03-1989,8,660317
1647,26-05-2005,71,785326
1648,12-03-1975,46,520312
1649,16-05-1977,46,505316
1650,29-03-1976,1,530329
1651,10-09-1993,11,665710
1653,19-06-1967,42,440619
1654,08-12-1986,60,631208
1655,04-02-1995,74,720204
1656,18-08-1995,22,685618
1657,02-10-1958,32,351002
1658,21-10-1956,52,295821
1659,15-02-1965,1,376215
1660,11-02-2010,1,826211
1661,16-06-1980,47,535416
1662,07-09-1990,53,670907
1663,29-04-1980,19,570429
1664,10-01-1946,64,186110
1665,02-03-1935,64,120302
1666,31-08-1964,1,410831
1667,13-10-1967,1,405813
1668,17-10-1976,20,495817
1669,25-10-1975,47,521025
1670,07-05-1984,53,610507
1671,15-11-1958,57,315915
1672,07-01-1951,57,280107
1673,09-07-1995,48,720709
1674,27-12-1947,11,206027
1675,15-02-1963,74,400215
1676,03-02-1976,53,530203
1677,07-11-1973,53,465907
1679,17-06-1969,67,425417
1680,28-05-2002,29,755328
1681,25-11-1963,34,401125
1682,07-09-1979,69,560907
1683,24-02-1979,15,516224
1684,25-10-1969,15,461025
1685,21-06-1971,61,445421
1686,08-01-1975,1,476108
1687,27-02-1970,1,470227
1688,10-08-1946,32,230810
1689,04-12-1959,1,361204
1690,17-10-1974,46,475817
1691,08-04-2005,21,785208
1692,07-02-1995,62,720207
1693,06-09-2007,45,805706
1694,27-12-2002,45,791227
1696,21-05-1950,1,235321
1697,10-03-1991,55,645110
1698,21-11-1990,55,671121
1699,11-03-1978,17,550311
1700,09-03-1972,7,490309
1701,11-08-1972,7,455611
1702,07-06-2000,53,735407
1703,11-01-1941,50,180111
1704,03-12-1941,50,146003
1705,01-09-1973,19,465701
1706,19-07-1967,19,440719
1707,18-02-1974,10,510218
1709,13-02-1980,74,526213
1710,11-02-1967,54,440211
1711,14-08-1989,64,625614
1712,01-01-1987,64,640101
1713,21-04-1958,65,350421
1714,22-05-1968,58,450522
1717,07-05-2006,73,795307
1718,27-07-1961,75,380727
1719,09-08-1993,35,700809
1720,24-04-1961,33,345224
1721,02-07-1957,33,340702
1722,01-10-1956,68,331001
1723,28-04-2008,71,815228
1724,21-12-1961,68,346021
1725,18-03-1986,76,595118
1726,03-06-1975,76,520603
1727,21-01-1974,32,510121
1728,18-10-1973,32,465818
1729,16-05-1970,76,470516
1730,15-12-1955,40,321215
1731,30-01-1996,17,686130
1733,20-09-2001,57,745720
1734,10-11-1998,26,751110
1735,31-07-2003,26,765531
1736,17-06-2006,41,795417
1737,30-07-1978,27,550730
1738,25-03-1990,27,635125
1741,02-07-1955,70,320702
1742,06-06-1977,1,540606
1743,27-07-1982,3,590727
1744,28-02-1997,50,696228
1745,18-12-1986,23,596018
1746,10-11-1986,11,595910
1747,20-02-1979,11,560220
1748,31-12-1999,64,761231
1749,17-01-1956,50,286117
1750,31-12-1987,23,641231
1751,24-01-1982,54,590124
1752,23-11-2001,70,781123
1753,26-04-2006,60,795226
1754,29-05-2002,57,790529
1755,18-10-1992,65,655818
1756,08-07-1959,1,360708
1757,30-11-1964,1,375930
1758,13-11-1970,35,471113
1759,16-03-1950,63,235116
1760,07-03-1946,77,230307
1761,23-04-1971,45,480423
1762,30-12-1979,61,561230
1763,07-12-1990,46,671207
1764,09-07-1994,66,710709
1765,03-08-1998,9,750803
1768,27-04-1974,29,510427
1769,05-08-1972,12,490805
1770,15-12-1978,12,516015
1771,20-12-1954,54,276020
1772,21-11-2006,73,795921
1774,05-12-1998,32,716005
1775,08-12-1966,73,431208
1776,24-12-1981,30,546024
1777,08-03-1990,69,635108
1778,02-09-1991,69,680902
1779,26-11-1958,37,351126
1780,09-02-1982,54,546209
1781,16-08-1947,67,240816
1782,24-12-1971,19,481224
1783,05-12-1973,1,466005
1784,02-01-2008,2,806102
1785,25-11-1998,39,751125
1786,25-08-1961,63,345625
1787,28-11-1954,63,311128
1788,23-03-1973,1,500323
1789,07-10-1960,61,335807
1790,28-05-1976,1,530528
1791,12-07-1993,5,665512
1792,01-09-1998,54,750901
1793,17-05-1972,41,455317
1794,30-05-1967,54,405330
1795,28-04-1987,38,605228
1796,23-11-1961,10,381123
1797,04-01-1969,10,416104
1798,08-07-1956,70,330708
1799,26-06-1982,36,590626
1800,28-11-1970,63,435928
1801,01-01-1993,66,700101
1802,16-12-1991,66,646016
1803,12-07-1973,25,465512
1806,03-01-1975,5,520103
1807,30-06-1958,47,350630
1808,26-08-1960,47,335626
1809,12-05-1954,24,310512
1810,30-06-1942,41,190630
1811,29-03-1962,1,390329
1812,17-07-1974,36,475517
1813,28-09-1972,36,490928
1814,12-03-1963,57,400312
1815,24-04-2004,16,775224
1816,24-07-1974,62,510724
1817,06-02-1981,47,536206
1818,02-10-1979,47,561002
1819,20-06-2006,43,795420
1820,20-01-1956,50,286120
1821,24-04-1964,1,410424
1822,13-11-1949,71,225913
1823,07-10-2005,1,785807
1824,03-08-1983,69,600803
1825,24-06-2001,51,745424
1826,12-09-1960,13,370912
1827,16-10-1968,13,415816
1828,14-11-1985,69,621114
1829,16-10-1969,51,425816
1830,03-02-1975,33,520203
1831,09-10-1999,51,761009
1832,01-10-1993,1,665731
1833,15-11-1989,30,661115
1834,19-02-1950,7,270219
1835,11-05-1955,7,285311
1836,07-05-1971,36,445307
1837,13-01-1980,67,570113
1838,27-01-1987,67,596127
1839,18-02-1964,5,366218
1840,28-10-1958,5,351028
1841,23-05-1980,67,535323
1842,13-09-1966,9,430913
1843,25-03-1966,48,395125
1844,03-04-1949,74,225203
1845,14-11-1941,74,181114
1846,12-12-2003,48,801212
1847,30-03-2006,52,795130
1848,02-09-1951,6,245702
1849,24-11-1949,57,225924
1850,05-09-1969,52,425705
1851,12-11-2002,31,755912
1852,05-09-1985,50,620905
1853,18-08-1988,1,650818
1854,27-07-1959,70,325527
1856,22-10-1995,54,685822
1857,16-03-1987,54,640316
1860,31-12-1991,1,646031
1861,15-07-1980,29,570715
1862,09-12-2004,50,776009
1863,16-02-1975,54,520216
1864,14-03-1971,22,480314
1865,09-08-1976,22,495609
1866,11-08-1969,64,425611
1867,24-11-1971,1,445924
1868,16-02-2003,60,800216
1869,14-04-1960,1,335214
1870,29-04-1958,1,350429
1871,20-04-2007,1,805220
1872,24-03-1990,52,635124
1873,26-10-1991,52,681026
1874,20-10-1969,1,461020
1875,19-10-1999,15,761019
1876,01-07-1974,1,510701
1877,21-10-1984,47,575821
1878,02-09-1986,47,630902
1879,02-06-1971,21,445402
1880,08-08-1997,1,740808
1881,24-01-1957,72,340124
1882,24-07-1959,72,325524
1883,27-12-1988,18,616027
1884,26-03-2003,59,765126
1885,07-03-1997,47,705107
1886,07-04-1943,34,200407
1887,15-07-1949,54,260715
1888,24-11-1945,66,185924
1889,28-09-1984,32,575728
1890,14-10-1982,14,555814
1891,04-05-1986,62,595304
1892,26-03-1951,66,280326
1893,11-04-1961,66,345211
1894,05-01-1975,1,476105
1895,03-01-1993,47,656103
1896,08-02-2005,48,820208
1897,07-05-1996,36,695307
1898,01-08-1984,73,610801
1899,03-07-1964,10,410703
1900,22-11-1988,23,651122
1901,07-01-1990,23,626107
1903,30-10-1966,1,395830
1904,22-02-1964,66,410222
1905,18-07-1976,72,495518
1906,07-07-1945,63,220707
1907,08-11-1955,75,285908
1908,17-01-1943,33,200117
1909,16-05-1971,35,445316
1910,08-11-1969,67,461108
1911,21-06-1965,48,385421
1912,26-02-1995,57,720226
1913,15-04-1991,69,680415
1914,20-08-1969,39,425620
1915,09-09-1962,39,390909
1916,19-07-1949,28,260719
1917,13-05-1996,69,695313
1919,04-05-1972,30,490504
1920,07-08-1998,42,750807
1921,26-12-1973,1,466026
1922,03-04-1972,1,490403
1923,07-07-1985,1,585507
1924,29-05-1961,67,380529
1925,23-06-1961,37,380623
1926,08-04-1962,37,355208
1927,26-04-1975,77,520426
1928,14-10-1979,77,525814
1929,15-10-1982,65,555815
1930,21-04-1961,38,345221
1931,14-01-1970,16,426114
1932,21-03-1967,15,405121
1934,21-01-1961,70,336121
1935,12-07-1956,68,295512
1936,16-12-1982,15,556016
1937,27-03-1983,15,600327
1938,30-11-1966,57,395930
1939,14-08-1948,1,250814
1940,22-03-1950,1,235122
1941,12-09-1948,10,215712
1942,10-05-1938,10,150510
1943,11-02-1949,39,260211
1944,22-03-1984,31,575122
1945,03-06-1977,54,540603
1946,19-07-1958,72,350719
1947,08-02-2004,23,810208
1948,19-04-1966,71,395219
1949,23-06-1965,71,420623
1950,06-07-1952,26,290706
1951,29-04-1994,41,710429
1952,09-05-1998,52,715309
1953,22-09-1988,52,650922
1954,28-07-1975,69,520728
1955,28-12-1998,66,716028
1956,09-09-1952,1,255709
1957,04-03-1995,63,720304
1958,21-01-2005,63,776121
1959,26-12-1943,1,201226
1960,23-08-1969,22,460823
1961,04-08-1947,31,205604
1962,18-11-1973,6,501118
1963,12-06-1968,38,450612
1964,05-08-1954,17,310805
1965,10-08-1962,75,390810
1966,01-09-1975,19,485701
1967,15-01-1991,1,636115
1968,13-08-1983,1,600813
1969,26-10-1953,53,265826
1970,05-01-1975,1,476105
1971,14-05-1996,3,695314
1972,29-06-1973,1,465429
1973,13-11-1958,60,315913
1974,14-07-1941,10,180714
1975,27-11-1942,10,155927
1976,12-10-1941,72,181012
1977,25-12-1962,10,356025
1978,22-07-1979,18,525522
1979,19-05-1953,51,265319
1980,30-04-1982,77,590430
1981,22-11-1997,19,705922
1982,08-07-2000,53,770708
1983,05-04-2009,53,825205
1984,29-08-1949,1,260829
1985,13-12-1960,6,371213
1986,13-10-1969,6,425813
1988,04-05-1975,13,520504
1989,13-03-1966,50,395113
1990,25-11-1966,50,431125
1991,09-11-1941,64,181109
1993,21-06-1998,1,750621
1994,06-09-1994,1,675706
1995,10-06-1968,50,415410
1996,20-03-1960,1,370320
1997,09-01-2005,1,776109
1998,15-02-2006,40,786215
1999,10-04-2009,74,825210
2000,09-07-1969,39,425509
2001,05-10-2004,34,775805
2002,26-01-1946,70,186126
2003,15-06-1944,70,210615
2004,03-04-2001,1,745203
2005,03-10-2002,30,791003
2006,22-10-1989,41,625822
2007,13-09-1981,41,580913
2008,07-06-1963,47,400607
2009,16-01-1959,12,360116
2010,12-08-1975,37,520812
2011,18-01-1953,46,256118
2012,27-06-1946,46,230627
2013,10-09-1967,1,405710
2015,15-01-1996,1,686115
2016,09-10-1957,55,341009
2017,23-03-1958,55,315123
2018,25-10-1972,56,455825
2019,28-09-1955,73,320928
2020,20-02-1953,73,256220
2021,08-12-1942,67,191208
2022,12-11-1962,56,391112
2023,02-11-1958,56,315902
2024,15-04-1957,62,340415
2025,31-12-1964,39,411231
2026,03-02-1962,39,346203
2027,22-01-1953,12,300122
2028,17-12-1951,12,246017
2029,19-11-1950,5,235919
2030,04-10-2007,5,805804
2031,15-12-1949,54,261215
2032,21-03-1966,1,430321
2033,02-09-1964,1,375702
2034,12-06-1949,13,260612
2035,27-09-1955,13,285727
2037,26-10-1975,69,485826
2038,29-05-2007,1,805329
2039,20-03-1996,68,695120
2040,07-08-1967,59,440807
